"measurement_record_id","test_run_id","measurement_area","metric_name","metric_value","unit","result_classification","mandatory_guardrail","guardrail_pass","reviewer_judgment","evidence_path","reviewer","notes"
"MR-EMB-FULL-002-04","TR-EMB-FULL-002","full-corpus embedding","silent_omission_count","0","chunks","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\embeddings\EMB-OLLAMA-ALL-MINILM-001\run-20260727-163706Z\run-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-EMB-FULL-002-05","TR-EMB-FULL-002","full-corpus embedding","embedding_dimension","384","dimensions","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\embeddings\EMB-OLLAMA-ALL-MINILM-001\run-20260727-163706Z\run-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-EMB-FULL-002-06","TR-EMB-FULL-002","full-corpus embedding","full_corpus_wall_elapsed_ms","16971.5375","milliseconds","observed","No","","The value is a measured observation and is not independently a pass/fail decision.",".local\ai-feasibility-spike\results\embeddings\EMB-OLLAMA-ALL-MINILM-001\run-20260727-163706Z\run-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-EMB-FULL-002-07","TR-EMB-FULL-002","full-corpus embedding","per_chunk_elapsed_median_ms","137.22245","milliseconds","observed","No","","The value is a measured observation and is not independently a pass/fail decision.",".local\ai-feasibility-spike\results\embeddings\EMB-OLLAMA-ALL-MINILM-001\run-20260727-163706Z\run-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-EMB-FULL-002-08","TR-EMB-FULL-002","full-corpus embedding","candidate_full_corpus_ready","1","boolean","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\embeddings\EMB-OLLAMA-ALL-MINILM-001\run-20260727-163706Z\run-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-SIM-PHP-COSINE-001-01","TR-SIM-PHP-COSINE-001","cosine correctness and timing","ordered_pair_count","10404","pairs","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\cosine\SIM-PHP-COSINE-001\run-20260728-134717Z\checkpoint-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-SIM-PHP-COSINE-001-02","TR-SIM-PHP-COSINE-001","cosine correctness and timing","maximum_reference_error","0","absolute cosine error","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\cosine\SIM-PHP-COSINE-001\run-20260728-134717Z\checkpoint-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-SIM-PHP-COSINE-001-03","TR-SIM-PHP-COSINE-001","cosine correctness and timing","invalid_cases_rejected","5","cases","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\cosine\SIM-PHP-COSINE-001\run-20260728-134717Z\checkpoint-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-SIM-PHP-COSINE-001-04","TR-SIM-PHP-COSINE-001","cosine correctness and timing","total_vector_only_median_ms","35.466250","milliseconds","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\cosine\SIM-PHP-COSINE-001\run-20260728-134717Z\checkpoint-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-SIM-PHP-COSINE-001-05","TR-SIM-PHP-COSINE-001","cosine correctness and timing","total_vector_only_p90_ms","65.072930","milliseconds","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\cosine\SIM-PHP-COSINE-001\run-20260728-134717Z\checkpoint-summary.json","Project team","Local feasibility-spike evidence; no final candidate, persistent storage, schema, commit, or push decision."
"MR-RET-SEMANTIC-001-01","TR-RET-SEMANTIC-001","standalone retrieval","executed_query_count","55","queries","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-SEMANTIC-001-02","TR-RET-SEMANTIC-001","standalone retrieval","failed_query_count","0","queries","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-SEMANTIC-001-03","TR-RET-SEMANTIC-001","standalone retrieval","expected_resource_top5_rate","1.0000","rate","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-SEMANTIC-001-04","TR-RET-SEMANTIC-001","standalone retrieval","original_expected_passage_top5_rate","0.9200","rate","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-SEMANTIC-001-05","TR-RET-SEMANTIC-001","standalone retrieval","predeclared_misleading_fixture_top3_rate","0.2500","rate","accepted limitation","Yes","No","The recorded result did not meet the quality criterion and remains preserved as an accepted limitation.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-SEMANTIC-001-06","TR-RET-SEMANTIC-001","standalone retrieval","median_positive_isolated_latency_ms","106.099","milliseconds","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-SEMANTIC-001-07","TR-RET-SEMANTIC-001","standalone retrieval","positive_runs_within_5_seconds_rate","1.0000","rate","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-SEMANTIC-001-08","TR-RET-SEMANTIC-001","standalone retrieval","metadata_fallback_rate","1.0000","rate","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-SEMANTIC-001-09","TR-RET-SEMANTIC-001","standalone retrieval","explicit_filter_correctness_rate","1.0000","rate","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-SEMANTIC-001-10","TR-RET-SEMANTIC-001","standalone retrieval","original_semantic_value_when_metadata_misses","0.3333","rate","accepted limitation","Yes","No","The recorded result did not meet the quality criterion and remains preserved as an accepted limitation.",".local\ai-feasibility-spike\results\retrieval\RET-SEMANTIC-STANDALONE-001\run-20260728-151543Z\run-summary.json","Project team","Original scored-run measurement; later versioned evaluation is registered separately and does not overwrite this value."
"MR-RET-MANUAL-REVIEW-001-01","TR-RET-MANUAL-REVIEW-001","manual relevance review","completed_review_count","10","queries","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\tools\bpc-learnshare-manual-review-decisions-audit-v1\MANUAL_REVIEW_DECISIONS_after_Q-SEM-005.csv","Project team","Manual adjudication evidence only; no retrieval rerun, threshold change, or silent ground-truth change."
"MR-RET-MANUAL-REVIEW-001-02","TR-RET-MANUAL-REVIEW-001","manual relevance review","useful_or_partially_useful_count","10","queries","reviewed","No","","The value was independently reviewed and is retained as reviewer judgment.",".local\ai-feasibility-spike\tools\bpc-learnshare-manual-review-decisions-audit-v1\MANUAL_REVIEW_DECISIONS_after_Q-SEM-005.csv","Project team","Manual adjudication evidence only; no retrieval rerun, threshold change, or silent ground-truth change."
"MR-RET-MANUAL-REVIEW-001-03","TR-RET-MANUAL-REVIEW-001","manual relevance review","manually_confirmed_misleading_count","0","queries","reviewed","No","","The value was independently reviewed and is retained as reviewer judgment.",".local\ai-feasibility-spike\tools\bpc-learnshare-manual-review-decisions-audit-v1\MANUAL_REVIEW_DECISIONS_after_Q-SEM-005.csv","Project team","Manual adjudication evidence only; no retrieval rerun, threshold change, or silent ground-truth change."
"MR-RET-MANUAL-REVIEW-001-04","TR-RET-MANUAL-REVIEW-001","manual relevance review","incomplete_ground_truth_count","2","queries","reviewed","No","","The value was independently reviewed and is retained as reviewer judgment.",".local\ai-feasibility-spike\tools\bpc-learnshare-manual-review-decisions-audit-v1\MANUAL_REVIEW_DECISIONS_after_Q-SEM-005.csv","Project team","Manual adjudication evidence only; no retrieval rerun, threshold change, or silent ground-truth change."
"MR-RET-GT-V2-001-01","TR-RET-GT-V2-001","versioned ground-truth evaluation","corrected_expected_evidence_row_count","150","rows","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval-evaluation\EVAL-RET-SEMANTIC-GT-V2-001\run-20260730-143830Z\evaluation-summary.json","Project team","Corrected-ground-truth evaluation only; rankings and original run remain unchanged; no final candidate or integration decision."
"MR-RET-GT-V2-001-02","TR-RET-GT-V2-001","versioned ground-truth evaluation","saved_query_vectors_reranked","55","queries","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval-evaluation\EVAL-RET-SEMANTIC-GT-V2-001\run-20260730-143830Z\evaluation-summary.json","Project team","Corrected-ground-truth evaluation only; rankings and original run remain unchanged; no final candidate or integration decision."
"MR-RET-GT-V2-001-03","TR-RET-GT-V2-001","versioned ground-truth evaluation","cosine_comparisons","5231","comparisons","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval-evaluation\EVAL-RET-SEMANTIC-GT-V2-001\run-20260730-143830Z\evaluation-summary.json","Project team","Corrected-ground-truth evaluation only; rankings and original run remain unchanged; no final candidate or integration decision."
"MR-RET-GT-V2-001-04","TR-RET-GT-V2-001","versioned ground-truth evaluation","top_five_rankings_unchanged","1","boolean","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval-evaluation\EVAL-RET-SEMANTIC-GT-V2-001\run-20260730-143830Z\evaluation-summary.json","Project team","Corrected-ground-truth evaluation only; rankings and original run remain unchanged; no final candidate or integration decision."
"MR-RET-GT-V2-001-05","TR-RET-GT-V2-001","versioned ground-truth evaluation","corrected_expected_passage_top5_rate","0.9600","rate","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval-evaluation\EVAL-RET-SEMANTIC-GT-V2-001\run-20260730-143830Z\evaluation-summary.json","Project team","Corrected-ground-truth evaluation only; rankings and original run remain unchanged; no final candidate or integration decision."
"MR-RET-GT-V2-001-06","TR-RET-GT-V2-001","versioned ground-truth evaluation","corrected_semantic_value_when_metadata_misses","1.0000","rate","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval-evaluation\EVAL-RET-SEMANTIC-GT-V2-001\run-20260730-143830Z\evaluation-summary.json","Project team","Corrected-ground-truth evaluation only; rankings and original run remain unchanged; no final candidate or integration decision."
"MR-RET-GT-V2-001-07","TR-RET-GT-V2-001","versioned ground-truth evaluation","new_embedding_request_count","0","requests","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval-evaluation\EVAL-RET-SEMANTIC-GT-V2-001\run-20260730-143830Z\evaluation-summary.json","Project team","Corrected-ground-truth evaluation only; rankings and original run remain unchanged; no final candidate or integration decision."
"MR-RET-GT-V2-001-08","TR-RET-GT-V2-001","versioned ground-truth evaluation","independent_audit_pass","1","boolean","passed","Yes","Yes","The recorded result met the applicable checkpoint guardrail.",".local\ai-feasibility-spike\results\retrieval-evaluation-audits\EVAL-RET-SEMANTIC-GT-V2-001\run-20260730-143830Z\audit-v1\audit-summary.json","Project team","Corrected-ground-truth evaluation only; rankings and original run remain unchanged; no final candidate or integration decision."
"MR-GEN-LOCAL-QWEN3-001-01","TR-GEN-LOCAL-QWEN3-001","local generation execution","completed_cases","5","cases","passed","Yes","Yes","All five planned synthetic cases returned structurally complete HTTP responses.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-QWEN3-001-02","TR-GEN-LOCAL-QWEN3-001","local generation execution","failed_requests","0","requests","passed","Yes","Yes","No request failed at the transport or runtime-completion level.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-QWEN3-001-03","TR-GEN-LOCAL-QWEN3-001","local generation quality","automated_quality_checks_met","0","cases out of 5","accepted limitation","Yes","No","None of the five outputs met every fixed automated quality rule.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","The failure remains valid evidence and was not repaired by changing prompts or thresholds."
"MR-GEN-LOCAL-QWEN3-001-04","TR-GEN-LOCAL-QWEN3-001","local generation manual review","manually_useful_as_is_cases","0","cases out of 5","reviewed","Yes","No","Manual review found no complete user-facing answer useful as-is because visible reasoning consumed the output and each response was truncated.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\responses.jsonl","Project team","Saved outputs were reviewed without modifying the original evidence."
"MR-GEN-LOCAL-QWEN3-001-05","TR-GEN-LOCAL-QWEN3-001","local generation latency","median_case_elapsed_ms","72391.2173","milliseconds","accepted limitation","Yes","No","The median exceeded the 30-second viable-interactive threshold.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-QWEN3-001-06","TR-GEN-LOCAL-QWEN3-001","local generation latency","p90_case_elapsed_ms","73240.1220","milliseconds","observed","No","","The nearest-rank p90 is retained as a measured observation.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-QWEN3-001-07","TR-GEN-LOCAL-QWEN3-001","local generation latency","cases_within_60_seconds","0","cases out of 5","accepted limitation","Yes","No","The run did not meet the requirement for at least 90% of cases within 60 seconds.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-QWEN3-001-08","TR-GEN-LOCAL-QWEN3-001","local generation completion quality","output_limit_hits","5","cases","accepted limitation","Yes","No","Every synthetic output reached the configured 256-token limit.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","The complete run remains preserved; no automatic retry or higher limit was used."
"MR-GEN-LOCAL-QWEN3-001-09","TR-GEN-LOCAL-QWEN3-001","local generation reasoning boundary","visible_internal_reasoning_cases","5","cases","accepted limitation","Yes","No","All five visible outputs contained internal analysis instead of only the requested user-facing answer.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\responses.jsonl","Project team","The response thinking field was empty, so the review used the actual visible output text."
"MR-GEN-LOCAL-QWEN3-001-10","TR-GEN-LOCAL-QWEN3-001","local generation cold probe","exact_instruction_pass","False","boolean","accepted limitation","Yes","No","The cold probe did not return only RUNTIME_READY.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-QWEN3-001-11","TR-GEN-LOCAL-QWEN3-001","local generation cold probe","cold_probe_elapsed_ms","76783.8734","milliseconds","observed","No","","Cold-probe elapsed time including model load.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-QWEN3-001-12","TR-GEN-LOCAL-QWEN3-001","content boundary","registered_query_transmitted","False","boolean","passed","Yes","Yes","No registered BPC evaluation query was transmitted.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-QWEN3-001-13","TR-GEN-LOCAL-QWEN3-001","content boundary","resource_text_transmitted","False","boolean","passed","Yes","Yes","No BPC resource text was transmitted.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN3-4B-001\run-20260801-154837Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-01","TR-GEN-LOCAL-LLAMA32-001","local generation execution","completed_cases","5","cases","passed","Yes","Yes","All five planned synthetic cases returned structurally complete HTTP responses.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-02","TR-GEN-LOCAL-LLAMA32-001","local generation execution","failed_requests","0","requests","passed","Yes","Yes","No request failed at the transport or runtime-completion level.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-03","TR-GEN-LOCAL-LLAMA32-001","local generation quality","automated_quality_checks_met","5","cases out of 5","passed","Yes","Yes","All five outputs met every fixed automated quality rule.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Independent read-only reconciliation repeated the content and citation checks."
"MR-GEN-LOCAL-LLAMA32-001-04","TR-GEN-LOCAL-LLAMA32-001","local generation manual review","manually_useful_as_is_cases","5","cases out of 5","reviewed","Yes","Yes","Manual review found all five user-facing outputs concise, grounded, appropriately bounded, and useful as-is.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\responses.jsonl","Project team","Saved outputs were reviewed without modifying the original evidence."
"MR-GEN-LOCAL-LLAMA32-001-05","TR-GEN-LOCAL-LLAMA32-001","local generation latency","median_case_elapsed_ms","14738.3916","milliseconds","passed","Yes","Yes","The median met the 30-second viable-interactive threshold.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-06","TR-GEN-LOCAL-LLAMA32-001","local generation latency","p90_case_elapsed_ms","26596.7126","milliseconds","observed","No","","The nearest-rank p90 is retained as a measured observation.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-07","TR-GEN-LOCAL-LLAMA32-001","local generation latency","cases_within_60_seconds","5","cases out of 5","passed","Yes","Yes","All five cases completed within 60 seconds, exceeding the 90% requirement.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-08","TR-GEN-LOCAL-LLAMA32-001","local generation completion quality","output_limit_hits","0","cases","passed","Yes","Yes","No synthetic output reached the configured 256-token limit.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-09","TR-GEN-LOCAL-LLAMA32-001","local generation reasoning boundary","visible_internal_reasoning_cases","0","cases","passed","Yes","Yes","No visible output exposed internal analysis or hidden reasoning.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\responses.jsonl","Project team","The response thinking fields were also empty."
"MR-GEN-LOCAL-LLAMA32-001-10","TR-GEN-LOCAL-LLAMA32-001","local generation cold probe","exact_instruction_pass","True","boolean","passed","Yes","Yes","The cold probe returned exactly RUNTIME_READY.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-11","TR-GEN-LOCAL-LLAMA32-001","local generation cold probe","cold_probe_elapsed_ms","21775.2637","milliseconds","observed","No","","Cold-probe elapsed time including model load.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-12","TR-GEN-LOCAL-LLAMA32-001","content boundary","registered_query_transmitted","False","boolean","passed","Yes","Yes","No registered BPC evaluation query was transmitted.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-LLAMA32-001-13","TR-GEN-LOCAL-LLAMA32-001","content boundary","resource_text_transmitted","False","boolean","passed","Yes","Yes","No BPC resource text was transmitted.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-LLAMA32-3B-001\run-20260801-170850Z\run-summary.json","Project team","Synthetic non-project preflight only; no final candidate, integration, schema, commit, or push decision."
"MR-GEN-LOCAL-QWEN35-PREFLIGHT-002-01","TR-GEN-LOCAL-QWEN35-PREFLIGHT-002","local generation preflight","structured_contract_passed","True","boolean","passed","Yes","Yes","The synthetic JSON response met the fixed structured-output contract.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN35-4B-PREFLIGHT-002\run-20260802-053053Z\preflight-summary.json","Project team","Synthetic non-corpus probe only."
"MR-GEN-LOCAL-QWEN35-PREFLIGHT-002-02","TR-GEN-LOCAL-QWEN35-PREFLIGHT-002","local generation preflight","source_label_guard_passed","True","boolean","passed","Yes","Yes","The response used only the supplied synthetic source label.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN35-4B-PREFLIGHT-002\run-20260802-053053Z\preflight-summary.json","Project team","No registered query or BPC resource was used."
"MR-GEN-LOCAL-QWEN35-PREFLIGHT-002-03","TR-GEN-LOCAL-QWEN35-PREFLIGHT-002","local generation reasoning boundary","thinking_exposed","False","boolean","passed","Yes","Yes","No visible internal reasoning was exposed.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN35-4B-PREFLIGHT-002\run-20260802-053053Z\preflight-summary.json","Project team","think=false."
"MR-GEN-LOCAL-QWEN35-PREFLIGHT-002-04","TR-GEN-LOCAL-QWEN35-PREFLIGHT-002","local generation completion quality","output_limit_hit","False","boolean","passed","Yes","Yes","The probe completed without reaching its configured output limit.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN35-4B-PREFLIGHT-002\run-20260802-053053Z\preflight-summary.json","Project team","No automatic retry."
"MR-GEN-LOCAL-QWEN35-PREFLIGHT-002-05","TR-GEN-LOCAL-QWEN35-PREFLIGHT-002","local generation latency","elapsed_ms","21727.861","milliseconds","observed","No","","Guarded probe elapsed time including model activity.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN35-4B-PREFLIGHT-002\run-20260802-053053Z\preflight-summary.json","Project team","Not a corpus-grounded quality verdict."
"MR-GEN-LOCAL-QWEN35-PREFLIGHT-002-06","TR-GEN-LOCAL-QWEN35-PREFLIGHT-002","local generation resources","available_ram_after_gb","3.204","GB","observed","No","","Available system RAM after the probe remained above the 0.75 GB guard.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN35-4B-PREFLIGHT-002\run-20260802-053053Z\preflight-summary.json","Project team","Single-user local observation only."
"MR-GEN-LOCAL-QWEN35-PREFLIGHT-002-07","TR-GEN-LOCAL-QWEN35-PREFLIGHT-002","local generation resources","page_file_increase_mb","-1","MB","observed","No","","No material page-file increase was observed during the probe.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN35-4B-PREFLIGHT-002\run-20260802-053053Z\preflight-summary.json","Project team","A negative delta reflects observation noise or release."
"MR-GEN-LOCAL-QWEN35-PREFLIGHT-002-08","TR-GEN-LOCAL-QWEN35-PREFLIGHT-002","content boundary","registered_query_transmitted","False","boolean","passed","Yes","Yes","No registered evaluation query was used by the synthetic probe.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN35-4B-PREFLIGHT-002\run-20260802-053053Z\preflight-summary.json","Project team","Synthetic non-corpus probe only."
"MR-GEN-LOCAL-QWEN35-PREFLIGHT-002-09","TR-GEN-LOCAL-QWEN35-PREFLIGHT-002","decision boundary","final_candidate_selected","False","boolean","passed","Yes","Yes","The preflight did not select a final model or authorize integration.",".local\ai-feasibility-spike\results\generation\GEN-OLLAMA-QWEN35-4B-PREFLIGHT-002\run-20260802-053053Z\preflight-summary.json","Project team","Only fixed comparison progression was authorized."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-01","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation execution","completed_cases","4","cases out of 4","passed","Yes","Yes","Every planned fixed case produced a saved response.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-CLAIMS-002\run-20260802-035633Z\run-summary.json","Project team","No automatic retry."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-02","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation execution","failed_requests","0","requests","passed","Yes","Yes","No transport or runtime-completion failure occurred.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-CLAIMS-002\run-20260802-035633Z\run-summary.json","Project team","Quality misses remain separate evidence."
